有効求人数（新規学卒者を除きパートタイムを含む）【実数】,,,,,,,,,,,,,,,,,,,,,有効求人数（新規学卒者を除きパートタイムを含む）【季節調整値】,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
実　　　　　　　　　　　　　　　　　　　　　　　　　　　　　数,西暦,和暦,１月,２月,３月,４月,５月,６月,７月,８月,９月,10月,11月,12月,"1～3月
平均","4～6月
平均","7～9月
平均","10～12月
平均",年平均,年度平均,季　　　　　節　　　　　調　　　　　整　　　　　値,西暦,和暦,１月,２月,３月,４月,５月,６月,７月,８月,９月,10月,11月,12月,"1～3月
平均","4～6月
平均","7～9月
平均","10～12月
平均"
,73年,48年,"1,688,132 ","1,955,228 ","2,190,573 ","2,112,494 ","2,031,212 ","1,910,016 ","1,828,353 ","1,976,321 ","2,102,819 ","2,181,972 ","1,967,481 ","1,614,783 ","1,944,644 ","2,017,907 ","1,969,164 ","1,921,412 ","1,963,282 ","1,911,036 ",,73年,48年,"1,850,892 ","1,907,751 ","1,849,650 ","1,842,315 ","1,936,438 ","2,014,843 ","2,044,244 ","2,041,708 ","2,014,281 ","2,008,689 ","1,993,043 ","1,955,972 ","1,869,431 ","1,931,199 ","2,033,411 ","1,985,901 "
,74年,49年,"1,590,673 ","1,708,043 ","1,908,270 ","1,775,745 ","1,613,304 ","1,357,207 ","1,236,748 ","1,252,352 ","1,313,514 ","1,303,494 ","1,127,683 ","908,788 ","1,735,662 ","1,582,085 ","1,267,538 ","1,113,322 ","1,424,652 ","1,253,663 ",,74年,49年,"1,794,717 ","1,710,592 ","1,625,207 ","1,512,501 ","1,521,426 ","1,443,733 ","1,372,222 ","1,300,284 ","1,247,195 ","1,202,769 ","1,156,665 ","1,100,844 ","1,710,172 ","1,492,553 ","1,306,567 ","1,153,426 "
,75年,50年,"923,200 ","1,014,883 ","1,217,040 ","1,164,774 ","1,009,486 ","866,150 ","815,508 ","855,827 ","951,368 ","956,847 ","840,993 ","696,679 ","1,051,708 ","1,013,470 ","874,234 ","831,506 ","942,730 ","916,821 ",,75年,50年,"1,039,463 ","1,026,746 ","1,020,652 ","993,798 ","952,661 ","922,817 ","899,946 ","896,399 ","895,323 ","883,237 ","870,397 ","860,754 ","1,028,954 ","956,425 ","897,223 ","871,463 "
,76年,51年,"778,891 ","912,201 ","1,153,124 ","1,164,359 ","1,004,205 ","916,736 ","879,691 ","924,935 ","1,004,186 ","994,400 ","903,320 ","739,064 ","948,072 ","1,028,433 ","936,271 ","878,928 ","947,926 ","943,758 ",,76年,51年,"892,540 ","923,931 ","942,038 ","978,527 ","963,137 ","971,969 ","976,857 ","967,173 ","947,350 ","930,390 ","934,736 ","919,197 ","919,503 ","971,211 ","963,793 ","928,108 "
,77年,52年,"813,616 ","887,832 ","1,092,750 ","1,037,201 ","867,190 ","765,174 ","713,112 ","774,928 ","865,166 ","883,993 ","792,953 ","649,419 ","931,399 ","889,855 ","784,402 ","775,455 ","845,278 ","827,840 ",,77年,52年,"906,831 ","891,126 ","877,865 ","896,392 ","834,990 ","811,264 ","796,557 ","800,908 ","814,762 ","826,090 ","815,917 ","805,558 ","891,941 ","847,549 ","804,076 ","815,855 "
,78年,53年,"716,931 ","823,574 ","1,044,440 ","1,019,500 ","887,650 ","813,655 ","796,818 ","882,992 ","971,448 ","986,853 ","905,729 ","771,942 ","861,648 ","906,935 ","883,753 ","888,175 ","885,128 ","926,713 ",,78年,53年,"790,188 ","823,071 ","844,137 ","887,582 ","857,465 ","867,642 ","888,869 ","907,686 ","921,594 ","923,398 ","925,633 ","927,304 ","819,132 ","870,896 ","906,050 ","925,445 "
,79年,54年,"874,504 ","988,252 ","1,221,210 ","1,184,203 ","1,077,462 ","996,015 ","980,327 ","1,069,182 ","1,152,167 ","1,206,535 ","1,125,740 ","973,911 ","1,027,989 ","1,085,893 ","1,067,225 ","1,102,062 ","1,070,792 ","1,110,936 ",,79年,54年,"960,138 ","984,391 ","1,003,460 ","1,034,224 ","1,049,967 ","1,070,801 ","1,085,649 ","1,092,889 ","1,104,586 ","1,126,779 ","1,142,601 ","1,155,665 ","982,663 ","1,051,664 ","1,094,375 ","1,141,682 "
,80年,55年,"1,051,429 ","1,160,044 ","1,354,216 ","1,300,394 ","1,144,863 ","1,045,969 ","1,037,167 ","1,083,575 ","1,154,714 ","1,172,024 ","1,076,660 ","950,606 ","1,188,563 ","1,163,742 ","1,091,819 ","1,066,430 ","1,127,638 ","1,113,295 ",,80年,55年,"1,147,224 ","1,146,063 ","1,143,034 ","1,132,276 ","1,133,944 ","1,141,121 ","1,138,338 ","1,118,732 ","1,106,078 ","1,102,011 ","1,101,154 ","1,101,053 ","1,145,440 ","1,135,780 ","1,121,049 ","1,101,406 "
,81年,56年,"1,018,130 ","1,097,652 ","1,277,788 ","1,236,851 ","1,077,689 ","1,022,967 ","1,026,250 ","1,103,673 ","1,177,848 ","1,182,415 ","1,086,706 ","987,129 ","1,131,190 ","1,112,502 ","1,102,590 ","1,085,417 ","1,107,925 ","1,111,717 ",,81年,56年,"1,096,338 ","1,083,940 ","1,072,703 ","1,082,900 ","1,096,612 ","1,116,485 ","1,131,577 ","1,136,150 ","1,126,915 ","1,113,394 ","1,108,043 ","1,131,477 ","1,084,327 ","1,098,666 ","1,131,547 ","1,117,638 "
,82年,57年,"1,039,602 ","1,115,575 ","1,283,893 ","1,216,989 ","1,009,338 ","938,756 ","926,007 ","1,016,187 ","1,084,067 ","1,086,576 ","1,024,072 ","921,877 ","1,146,357 ","1,055,028 ","1,008,754 ","1,010,842 ","1,055,245 ","1,041,306 ",,82年,57年,"1,111,284 ","1,101,890 ","1,079,287 ","1,065,230 ","1,041,356 ","1,034,680 ","1,033,163 ","1,036,461 ","1,037,459 ","1,032,510 ","1,036,861 ","1,041,860 ","1,097,487 ","1,047,089 ","1,035,694 ","1,037,077 "
,83年,58年,"980,258 ","1,050,424 ","1,241,116 ","1,183,515 ","1,007,473 ","946,967 ","937,794 ","1,059,860 ","1,140,666 ","1,160,646 ","1,107,567 ","998,149 ","1,090,599 ","1,045,985 ","1,046,107 ","1,088,787 ","1,067,870 ","1,092,197 ",,83年,58年,"1,040,212 ","1,036,792 ","1,042,866 ","1,044,980 ","1,048,983 ","1,053,019 ","1,057,920 ","1,076,051 ","1,090,663 ","1,105,504 ","1,112,512 ","1,122,884 ","1,039,957 ","1,048,994 ","1,074,878 ","1,113,633 "
,84年,59年,"1,066,745 ","1,156,134 ","1,340,852 ","1,307,915 ","1,121,693 ","1,046,484 ","1,052,318 ","1,168,225 ","1,226,924 ","1,255,845 ","1,179,764 ","1,045,100 ","1,187,910 ","1,158,697 ","1,149,156 ","1,160,236 ","1,164,000 ","1,172,755 ",,84年,59年,"1,127,222 ","1,134,104 ","1,139,903 ","1,153,907 ","1,158,282 ","1,171,248 ","1,183,152 ","1,183,981 ","1,178,097 ","1,178,295 ","1,176,284 ","1,175,470 ","1,133,743 ","1,161,146 ","1,181,743 ","1,176,683 "
,85年,60年,"1,108,656 ","1,194,067 ","1,366,065 ","1,338,003 ","1,133,791 ","1,044,269 ","1,039,081 ","1,134,475 ","1,203,152 ","1,218,871 ","1,142,220 ","1,011,162 ","1,222,929 ","1,172,021 ","1,125,569 ","1,124,084 ","1,161,151 ","1,149,438 ",,85年,60年,"1,169,219 ","1,174,883 ","1,169,635 ","1,176,458 ","1,177,223 ","1,173,670 ","1,163,274 ","1,154,542 ","1,151,098 ","1,141,033 ","1,138,600 ","1,133,003 ","1,171,246 ","1,175,784 ","1,156,305 ","1,137,545 "
,86年,61年,"1,080,630 ","1,141,656 ","1,305,947 ","1,246,076 ","1,043,831 ","946,182 ","947,368 ","1,038,545 ","1,115,172 ","1,139,460 ","1,061,441 ","960,946 ","1,176,078 ","1,078,696 ","1,033,695 ","1,053,949 ","1,085,605 ","1,074,764 ",,86年,61年,"1,137,079 ","1,127,549 ","1,128,088 ","1,103,926 ","1,083,119 ","1,052,843 ","1,040,446 ","1,060,528 ","1,058,144 ","1,061,553 ","1,061,562 ","1,071,602 ","1,130,905 ","1,079,963 ","1,053,039 ","1,064,906 "
,87年,62年,"1,016,341 ","1,097,055 ","1,284,752 ","1,256,810 ","1,080,893 ","1,049,499 ","1,085,937 ","1,200,902 ","1,333,296 ","1,392,676 ","1,344,677 ","1,219,414 ","1,132,716 ","1,129,067 ","1,206,712 ","1,318,922 ","1,196,854 ","1,278,517 ",,87年,62年,"1,077,990 ","1,086,137 ","1,110,264 ","1,119,969 ","1,128,094 ","1,151,630 ","1,178,865 ","1,221,870 ","1,262,853 ","1,296,346 ","1,334,114 ","1,355,740 ","1,091,464 ","1,133,231 ","1,221,196 ","1,328,733 "
,88年,63年,"1,310,091 ","1,423,003 ","1,645,003 ","1,624,964 ","1,455,077 ","1,426,211 ","1,455,317 ","1,579,212 ","1,688,811 ","1,723,598 ","1,648,498 ","1,486,816 ","1,459,366 ","1,502,084 ","1,574,447 ","1,619,637 ","1,538,883 ","1,602,134 ",,88年,63年,"1,387,120 ","1,415,870 ","1,437,736 ","1,472,400 ","1,508,626 ","1,539,197 ","1,575,226 ","1,585,075 ","1,603,253 ","1,626,825 ","1,633,095 ","1,654,987 ","1,413,575 ","1,506,741 ","1,587,851 ","1,638,302 "
,89年,元年,"1,567,042 ","1,661,281 ","1,908,775 ","1,842,418 ","1,702,344 ","1,647,036 ","1,647,975 ","1,750,205 ","1,833,758 ","1,849,636 ","1,767,564 ","1,577,457 ","1,712,366 ","1,730,599 ","1,743,979 ","1,731,552 ","1,729,624 ","1,753,837 ",,89年,元年,"1,665,861 ","1,674,593 ","1,681,705 ","1,683,003 ","1,739,336 ","1,750,358 ","1,764,836 ","1,752,329 ","1,751,567 ","1,748,970 ","1,761,398 ","1,761,950 ","1,674,053 ","1,724,232 ","1,756,244 ","1,757,439 "
,90年,２年,"1,633,245 ","1,782,907 ","2,011,500 ","1,928,266 ","1,784,465 ","1,727,503 ","1,758,004 ","1,836,887 ","1,897,146 ","1,937,884 ","1,827,244 ","1,652,637 ","1,809,217 ","1,813,411 ","1,830,679 ","1,805,922 ","1,814,807 ","1,832,433 ",,90年,２年,"1,750,302 ","1,782,939 ","1,784,482 ","1,750,968 ","1,809,710 ","1,826,389 ","1,865,357 ","1,840,213 ","1,835,673 ","1,838,139 ","1,845,163 ","1,852,593 ","1,772,574 ","1,795,689 ","1,847,081 ","1,845,298 "
,91年,３年,"1,730,189 ","1,854,072 ","2,054,894 ","1,989,607 ","1,822,018 ","1,729,405 ","1,754,426 ","1,780,820 ","1,833,230 ","1,840,632 ","1,726,808 ","1,551,476 ","1,879,718 ","1,847,010 ","1,789,492 ","1,706,305 ","1,805,631 ","1,763,190 ",,91年,３年,"1,856,324 ","1,845,403 ","1,835,863 ","1,792,850 ","1,833,767 ","1,832,269 ","1,843,007 ","1,799,330 ","1,775,771 ","1,762,814 ","1,745,903 ","1,734,393 ","1,845,863 ","1,819,629 ","1,806,036 ","1,747,703 "
,92年,４年,"1,595,246 ","1,690,025 ","1,844,586 ","1,761,556 ","1,560,592 ","1,486,775 ","1,468,039 ","1,477,605 ","1,549,496 ","1,524,676 ","1,413,328 ","1,268,072 ","1,709,952 ","1,602,974 ","1,498,380 ","1,402,025 ","1,553,333 ","1,482,891 ",,92年,４年,"1,711,221 ","1,678,160 ","1,634,726 ","1,579,763 ","1,575,648 ","1,556,634 ","1,538,720 ","1,511,942 ","1,493,897 ","1,467,765 ","1,447,254 ","1,424,196 ","1,674,702 ","1,570,682 ","1,514,853 ","1,446,405 "
,93年,５年,"1,306,137 ","1,408,083 ","1,570,332 ","1,494,875 ","1,292,742 ","1,201,279 ","1,174,004 ","1,197,942 ","1,248,137 ","1,215,598 ","1,156,396 ","1,044,310 ","1,428,184 ","1,329,632 ","1,206,694 ","1,138,768 ","1,275,820 ","1,221,191 ",,93年,５年,"1,400,148 ","1,385,721 ","1,361,114 ","1,339,469 ","1,310,471 ","1,271,660 ","1,243,622 ","1,224,560 ","1,205,503 ","1,188,504 ","1,180,935 ","1,171,283 ","1,382,328 ","1,307,200 ","1,224,562 ","1,180,241 "
,94年,６年,"1,094,772 ","1,175,087 ","1,359,154 ","1,312,503 ","1,174,255 ","1,122,872 ","1,108,646 ","1,173,327 ","1,249,326 ","1,233,312 ","1,176,956 ","1,057,344 ","1,209,671 ","1,203,210 ","1,177,100 ","1,155,871 ","1,186,463 ","1,202,661 ",,94年,６年,"1,165,051 ","1,156,122 ","1,184,303 ","1,183,982 ","1,175,952 ","1,180,003 ","1,185,283 ","1,194,210 ","1,208,335 ","1,206,589 ","1,196,656 ","1,184,731 ","1,168,492 ","1,179,979 ","1,195,943 ","1,195,992 "
,95年,７年,"1,114,765 ","1,261,772 ","1,446,854 ","1,390,312 ","1,228,110 ","1,156,903 ","1,133,057 ","1,192,553 ","1,256,248 ","1,271,652 ","1,219,260 ","1,129,900 ","1,274,464 ","1,258,442 ","1,193,953 ","1,206,937 ","1,233,449 ","1,249,490 ",,95年,７年,"1,188,548 ","1,231,282 ","1,253,088 ","1,258,571 ","1,225,504 ","1,216,768 ","1,212,784 ","1,221,767 ","1,222,955 ","1,233,181 ","1,237,539 ","1,247,985 ","1,224,306 ","1,233,614 ","1,219,169 ","1,239,568 "
,96年,８年,"1,192,115 ","1,321,545 ","1,502,229 ","1,499,814 ","1,369,147 ","1,301,538 ","1,342,848 ","1,381,279 ","1,470,891 ","1,518,404 ","1,467,141 ","1,357,321 ","1,338,630 ","1,390,166 ","1,398,339 ","1,447,622 ","1,393,689 ","1,446,354 ",,96年,８年,"1,266,748 ","1,293,580 ","1,319,318 ","1,349,255 ","1,365,634 ","1,392,409 ","1,418,293 ","1,428,129 ","1,444,970 ","1,463,325 ","1,481,399 ","1,496,579 ","1,293,215 ","1,369,099 ","1,430,464 ","1,480,434 "
,97年,９年,"1,423,154 ","1,521,457 ","1,703,252 ","1,656,321 ","1,500,497 ","1,431,072 ","1,429,496 ","1,440,458 ","1,525,481 ","1,537,874 ","1,433,056 ","1,315,014 ","1,549,288 ","1,529,297 ","1,465,145 ","1,428,648 ","1,493,094 ","1,456,845 ",,97年,９年,"1,499,457 ","1,496,622 ","1,502,436 ","1,502,173 ","1,505,626 ","1,522,916 ","1,519,663 ","1,504,111 ","1,492,793 ","1,477,319 ","1,456,091 ","1,441,206 ","1,499,505 ","1,510,238 ","1,505,522 ","1,458,205 "
,98年,10年,"1,318,864 ","1,382,356 ","1,511,651 ","1,432,718 ","1,249,743 ","1,180,255 ","1,158,018 ","1,175,390 ","1,236,318 ","1,249,703 ","1,187,977 ","1,099,595 ","1,404,290 ","1,287,572 ","1,189,909 ","1,179,092 ","1,265,216 ","1,226,021 ",,98年,10年,"1,389,532 ","1,354,214 ","1,311,934 ","1,300,748 ","1,280,354 ","1,253,738 ","1,231,069 ","1,227,165 ","1,209,307 ","1,197,533 ","1,192,889 ","1,193,483 ","1,351,893 ","1,278,280 ","1,222,514 ","1,194,635 "
,99年,11年,"1,141,163 ","1,217,661 ","1,383,713 ","1,303,388 ","1,132,917 ","1,104,091 ","1,105,915 ","1,158,982 ","1,246,413 ","1,269,410 ","1,251,795 ","1,167,222 ","1,247,512 ","1,180,132 ","1,170,437 ","1,229,476 ","1,206,889 ","1,241,075 ",,99年,11年,"1,193,355 ","1,196,566 ","1,211,505 ","1,192,216 ","1,173,364 ","1,174,307 ","1,185,454 ","1,196,199 ","1,217,234 ","1,232,553 ","1,245,081 ","1,267,445 ","1,200,475 ","1,179,962 ","1,199,629 ","1,248,360 "
,00年,12年,"1,244,062 ","1,362,301 ","1,546,409 ","1,501,189 ","1,377,576 ","1,375,134 ","1,394,726 ","1,493,769 ","1,590,891 ","1,653,444 ","1,615,103 ","1,516,546 ","1,384,257 ","1,417,966 ","1,493,129 ","1,595,031 ","1,472,596 ","1,540,138 ",,00年,12年,"1,297,010 ","1,330,749 ","1,362,181 ","1,390,536 ","1,406,397 ","1,456,672 ","1,501,451 ","1,532,455 ","1,557,116 ","1,583,772 ","1,609,205 ","1,624,821 ","1,329,980 ","1,417,868 ","1,530,341 ","1,605,933 "
,01年,13年,"1,555,881 ","1,633,139 ","1,774,261 ","1,705,758 ","1,544,510 ","1,456,850 ","1,453,462 ","1,477,232 ","1,514,631 ","1,529,922 ","1,454,670 ","1,309,872 ","1,654,427 ","1,569,039 ","1,481,775 ","1,431,488 ","1,534,182 ","1,486,743 ",,01年,13年,"1,616,633 ","1,607,752 ","1,586,939 ","1,581,693 ","1,569,565 ","1,559,246 ","1,536,501 ","1,518,017 ","1,494,955 ","1,456,183 ","1,428,901 ","1,410,495 ","1,603,775 ","1,570,168 ","1,516,491 ","1,431,860 "
,02年,14年,"1,367,944 ","1,437,095 ","1,588,968 ","1,571,092 ","1,442,680 ","1,380,185 ","1,438,959 ","1,451,105 ","1,542,417 ","1,609,468 ","1,554,343 ","1,453,547 ","1,464,669 ","1,464,652 ","1,477,494 ","1,539,119 ","1,486,484 ","1,525,981 ",,02年,14年,"1,417,250 ","1,418,030 ","1,438,476 ","1,454,844 ","1,469,544 ","1,482,944 ","1,497,940 ","1,508,949 ","1,525,275 ","1,531,529 ","1,538,416 ","1,543,149 ","1,424,585 ","1,469,111 ","1,510,721 ","1,537,698 "
,03年,15年,"1,513,982 ","1,602,350 ","1,751,645 ","1,715,171 ","1,581,452 ","1,534,779 ","1,585,243 ","1,603,148 ","1,754,752 ","1,857,801 ","1,806,082 ","1,734,371 ","1,622,659 ","1,610,467 ","1,647,714 ","1,799,418 ","1,670,065 ","1,744,455 ",,03年,15年,"1,562,011 ","1,580,390 ","1,596,187 ","1,599,118 ","1,608,458 ","1,626,840 ","1,659,185 ","1,678,747 ","1,724,285 ","1,767,154 ","1,805,005 ","1,843,136 ","1,579,529 ","1,611,472 ","1,687,406 ","1,805,098 "
,04年,16年,"1,793,241 ","1,881,985 ","2,085,432 ","2,016,387 ","1,835,170 ","1,851,809 ","1,857,204 ","1,916,956 ","2,022,091 ","2,088,862 ","2,132,912 ","1,993,904 ","1,920,219 ","1,901,122 ","1,932,084 ","2,071,893 ","1,956,329 ","2,015,467 ",,04年,16年,"1,847,063 ","1,861,047 ","1,870,690 ","1,894,342 ","1,914,093 ","1,941,397 ","1,956,756 ","1,977,315 ","1,994,226 ","2,024,127 ","2,086,059 ","2,110,285 ","1,859,600 ","1,916,611 ","1,976,099 ","2,073,490 "
,05年,17年,"2,044,534 ","2,107,621 ","2,318,151 ","2,243,139 ","2,102,680 ","2,083,286 ","2,056,859 ","2,136,331 ","2,215,738 ","2,269,764 ","2,261,061 ","2,118,800 ","2,156,769 ","2,143,035 ","2,136,309 ","2,216,542 ","2,163,164 ","2,208,432 ",,05年,17年,"2,094,093 ","2,081,978 ","2,115,381 ","2,147,268 ","2,169,837 ","2,176,190 ","2,177,460 ","2,184,931 ","2,172,213 ","2,202,128 ","2,211,903 ","2,232,602 ","2,097,151 ","2,164,432 ","2,178,201 ","2,215,544 "
,06年,18年,"2,199,430 ","2,319,197 ","2,494,902 ","2,381,173 ","2,247,869 ","2,215,597 ","2,206,596 ","2,264,754 ","2,341,222 ","2,368,486 ","2,322,676 ","2,176,097 ","2,337,843 ","2,281,546 ","2,270,857 ","2,289,086 ","2,294,833 ","2,284,207 ",,06年,18年,"2,245,747 ","2,266,931 ","2,295,562 ","2,300,986 ","2,303,655 ","2,305,454 ","2,325,930 ","2,307,396 ","2,298,455 ","2,272,303 ","2,272,720 ","2,257,131 ","2,269,413 ","2,303,365 ","2,310,594 ","2,267,385 "
,07年,19年,"2,207,093 ","2,277,838 ","2,401,082 ","2,284,334 ","2,180,232 ","2,119,311 ","2,119,200 ","2,142,618 ","2,154,435 ","2,213,052 ","2,114,004 ","1,944,419 ","2,295,338 ","2,194,626 ","2,138,751 ","2,090,492 ","2,179,802 ","2,108,846 ",,07年,19年,"2,252,231 ","2,240,034 ","2,232,815 ","2,237,602 ","2,232,406 ","2,227,944 ","2,206,764 ","2,179,180 ","2,144,207 ","2,098,918 ","2,044,983 ","2,024,273 ","2,241,693 ","2,232,651 ","2,176,717 ","2,056,058 "
,08年,20年,"1,956,044 ","2,027,935 ","2,050,562 ","1,955,789 ","1,840,422 ","1,790,096 ","1,783,111 ","1,739,790 ","1,794,296 ","1,796,122 ","1,675,889 ","1,569,914 ","2,011,514 ","1,862,102 ","1,772,399 ","1,680,642 ","1,831,664 ","1,706,959 ",,08年,20年,"1,992,321 ","1,979,420 ","1,931,098 ","1,917,256 ","1,916,741 ","1,884,525 ","1,842,536 ","1,798,183 ","1,743,106 ","1,698,829 ","1,660,703 ","1,632,549 ","1,967,613 ","1,906,174 ","1,794,608 ","1,664,027 "
,09年,21年,"1,548,923 ","1,511,227 ","1,477,931 ","1,333,969 ","1,191,922 ","1,198,324 ","1,198,898 ","1,197,944 ","1,266,889 ","1,307,691 ","1,271,332 ","1,201,567 ","1,512,694 ","1,241,405 ","1,221,244 ","1,260,197 ","1,308,885 ","1,261,986 ",,09年,21年,"1,573,556 ","1,478,657 ","1,385,425 ","1,322,538 ","1,265,807 ","1,253,045 ","1,239,506 ","1,234,348 ","1,245,315 ","1,243,142 ","1,242,961 ","1,250,072 ","1,479,213 ","1,280,463 ","1,239,723 ","1,245,392 "
