date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
Nov-88,0.022484053,0.01696798,0.013333119,0.027937265,0.022921774,0.042452761,0.023467947,0.01151684,0.0503253,0.017579086,0.013042302,0.007753725,0.039887682,0.015967967,0.040320568,0.023705114,0.00840858,0.052761435,0.055326515,0.010614457,0.00839937,0.030209916,0.033456561,0.042397499,0.032358228,0.034432857,0.000772886,0.066411159,0.003325393,0.003245954,0.009355403,0.009097053,-0.001424655,0.008957517,0.009790822,0.006399114,0.098601299,0.015036571,0.017061004,0.016341216,0.044971789,-0.006505033,-0.003049083,0.001019423,0.000375483,-0.1,0.004745858,0.002591329,-0.002853594,0.000911271,0.001608977,0.001211943,6.07514E-05,0.000567265,0.001347358,-0.000546104,-0.000679309,0.001311207,0.00018787,-0.002728563,-0.004746779,-0.005687846,-0.006702825,-0.003418878,0.064622051,0.022147645,0.001764379,0.005868368,-0.003899198,-0.009910556,-0.002595474,-0.008331213,-0.009145638,-0.026433677,-0.005880802,-0.008209176,0.000754097,0.039586043,0.005080193,0.007876453,0.000300004,-4.04242E-05,0.001172361,-0.002475279,-0.00319783,-0.000469313,0.006061095,0.068269345,0.04443759,0.037087738,0.031731925,0.044810608,-0.025547182,0.01757402,0.020956978,0.009146098,0.005586071,0.336223475,0.013996494,0.049659853,0.017473627,0.007454849,0.044085294,0.20679747,0.009756514,0.010495643,0.004169521,0.019772759,0.007867473,0.009266984,0.496713656,0.008036022,0.01117813,0.153920906,-0.001479204,-0.077958623,-0.054205156,0.051181861,0.015982013,0.009470302,0.005259795,0.001237824,-0.0042485,0.023587682,-0.019669833,0.003289243,-0.020921749,-0.000956379,0.008718278,0.000530585,2.5,5.7,4.4318,4.874,4.949,4.949,4.8,4.953,4.58,4.42,5.039,4.029,5.04,1.68,3.375,4.377,0.16,3.9432
Dec-88,0.007088278,-0.000702519,0.007473961,0.0236038,0.007457613,0.004514448,0.004619216,0.004447213,-0.012046665,-0.000571225,0.000711982,0.005757614,0.008258221,0.006415002,-0.016267994,-0.00742883,0.000576245,-0.037815355,-0.005288117,0.017160246,0.017808654,0.00403528,0.004504777,0.014584804,0.001887913,-0.007638596,0.011151189,-0.029240528,-0.001998022,0.013007533,0.005801824,-0.008186151,0.000941458,0.011881569,0.011479538,0.008014378,-0.075570843,-0.007590702,0.007336957,0.003133128,-0.06000767,0.010511071,-0.014766248,0.000372351,0.001094925,-0.1,0.003734563,-0.006219513,-0.001454681,0.000757942,0.001680887,7.76662E-05,0.000368621,0.001485766,0.000926307,-0.000276402,0.000541614,0.003747687,6.80667E-05,-0.041932377,0.005029537,0.037923576,0.02563468,0.019343327,0.005724917,-0.000941642,-0.015824516,-0.000951981,0.022326095,0.020511198,0.018029702,0.014962428,0.012588463,-0.015462089,0.009704475,0.171915608,0.189864259,0.075315256,0.007805533,0.000674634,-5.56397E-06,0.000426853,0.004000051,-0.000981914,-0.000964438,0.000245893,0.01382403,-0.00894301,0.013016283,0.032024353,0.034838112,0.026422164,0.004128765,-0.010873267,-0.000351927,0.005521599,-0.002686426,0.160976026,0.04749312,0.050143396,-0.002040689,0.083162466,-0.08820743,-0.061430668,0.00839016,0.009006792,0.009846084,0.007164724,0.013830938,0.003101122,-0.083431868,0.089137674,-0.03477364,0.079243466,0.012936844,-0.009277806,-0.001489013,-0.083977581,0.008071482,0.009701942,0.006459672,0.008211249,-0.004062911,0.018967084,0.017741648,0.003919921,0.023963003,0.013269107,0.007306563,0.005333017,2.5,5.7,4.5443,4.811,4.848,4.848,4.8,4.813,4.59,4.47,5.032,4.033,5.03,1.68,3.375,4.485,0.12,4.3625
Jan-89,0.007505967,0.008863801,0.019058267,-0.007240709,0.007418469,-0.000465375,0.009972266,0.015060979,0.005982346,0.003148094,-0.003281184,0.02030857,-0.009118237,-0.002303506,-0.011848182,0.002738234,0.016850318,-0.010378442,-0.004030905,-0.00198621,-0.002751589,-0.011610095,0.004044951,-0.02908165,-0.002509357,0.007058114,-0.005741266,0.011423125,0.000555084,-0.013360289,-0.001435708,-0.00019315,0.000843943,0.004565796,0.004083404,-0.001566403,-0.010788532,0.002553106,-0.000871621,0.022076956,0.044209634,-0.012912897,0.014697401,0.00261827,0.001436974,0.2,0.00541568,-0.007664845,0.003236514,-0.001302365,0.001175216,-0.001568406,-0.001729564,0.00046678,-0.003077865,-0.00026756,0.000479398,0.003703478,0.000561324,0.06096094,0.006869302,-0.02691722,-0.011270463,-0.00157635,0.006202013,-0.007852736,0.033258539,-0.032201653,-0.038367975,-0.037589702,-0.037299576,-0.038948227,-0.037283458,0.009321785,-0.038881452,-0.06730226,-0.093547125,-0.028116867,0.031980604,0.015119925,0.000648684,0.000627178,0.003310196,0.003320328,0.000742238,0.003072109,-0.045651052,-0.064523039,0.053060771,0.05181277,0.051485803,0.041688303,0.019620558,-0.020782903,-0.001760879,0.005687846,0.016368847,-0.228966759,0.031225356,0.010897214,0.014217312,0.023391962,0.050260827,0.090975137,0.009406981,0.010841261,0.006062707,0.013062795,0.017551225,0.005840277,-0.021342891,-0.096335555,0.018599592,0.109559301,0.009192841,-0.06062246,0.028763893,-0.020929577,0.01629125,0.01332483,0.006190961,0.020400213,-0.003816765,0.004540698,0.031821726,0.015562482,0.031794095,0.017756155,0.000371453,0.039500847,2.5,5.7,4.4181,4.848,4.811,4.811,4.8,4.852,4.84,4.52,5.027,4.021,5.03,1.68,3.629,4.47,0.32,4.0938
Feb-89,-0.007122356,0.005832448,-0.003957683,0.015405906,-0.010329857,-0.010222327,-0.006627761,0.001842252,-0.054156801,-0.002239655,0.004728589,0.013487162,0.01719985,-0.011153031,-0.008394765,0.002402057,0.008511736,-0.043479714,-0.042602429,-0.016064445,0.004094227,-0.039445585,0.007931254,-0.003639466,-0.025151137,-0.027278726,-0.023051179,-0.05959781,-0.002954217,0.007315313,0.009582668,0.016276053,0.002492779,0.00097526,-0.001081893,-0.018616861,-0.017303697,0.012935232,-0.002477121,-0.02846686,-0.012361198,-0.004521817,-0.006514013,0.001928622,0.001346206,0.1,0.00195973,-0.006444936,0.001346391,-0.001463753,0.00234288,-0.001755652,-0.001598938,-0.000240298,0.00930843,-0.001362163,0.001799747,0.002630703,0.002828265,0.002087938,0.006071456,0.003859593,0.005258414,0.000555176,-0.010285187,0.00616333,0.008065035,0.033629255,-0.000141013,-0.029954329,0.000602241,0.018894783,-0.026023817,0.004941348,0.026652422,-0.065163158,-0.069544978,-0.062678669,-7.14423E-05,0.006684174,0.002863955,0.001085899,0.002505673,0.003841633,0.002834713,0.0015953,-0.018574954,0.022336457,0.002268231,0.004233763,0.007518631,-0.003880316,0.004871349,-0.007364128,0.017772733,0.013455386,0.018078056,0.158088585,0.019801541,0.001781395,0.0099672,0.004008801,-0.104995578,-0.040808716,0.006953577,0.011474242,0.008724725,0.015565245,0.011885484,0.00862226,0.073019578,0.104767622,-0.005338774,0.034881862,0.010839419,0.040014324,0.032185534,-0.021307432,0.007850894,0.007959806,0.005947808,-0.002915073,0.006380463,-0.002628401,-0.042397499,0.015985236,-0.008820973,-0.007608892,0.000658447,0.005102068,2.5,5.7,4.523,5,4.923,4.923,4.8,4.952,5.12,4.6,5.039,4.046,5.04,1.68,4.25,4.538,0.52,4.1793
Mar-89,0.04673557,0.035950261,0.069314719,0.066747337,0.022228005,0.064177652,0.064486198,0.062434595,0.061997104,0.053021627,0.09219781,0.045547436,0.07426758,0.052360785,0.057062664,0.06169086,0.060445161,0.060088261,0.056194589,0.033592414,0.014041855,0.009341818,0.031674361,0.06669668,0.043709973,0.05505481,0.046894448,0.10112263,0.004563263,0.178229297,0.183605833,0.124968201,0.000803257,0.050783514,0.048487837,0.011227865,0.031133253,-0.011469176,0.020733858,0.038130809,0.036634129,0.035524283,0.029044808,0.005587223,0.002554258,0.1,-0.000838095,0.004182416,-0.000116509,0.002866949,2.52709E-06,0.002332979,0.000197504,0.001386778,0.002808463,0.002013956,0.000190958,-0.003495094,-0.000836115,0.006268097,0.002658565,0.001549064,0.001457905,0.004174587,0.166248946,0.025344554,0.004721911,0.034094377,0.08062732,0.148799956,0.08190986,0.067831854,0.152127192,0.040843254,0.069818985,0.044094505,0.030589843,0.022627043,-0.005791692,-0.000419209,-0.000805053,0.000266616,-0.002933954,0.000172708,-0.000405347,-0.00070565,0.045605,0.073751801,-0.003148555,0.004955624,-0.014889667,-0.014510891,-0.002297243,-0.006675194,0.003647295,0.006665063,0.009393626,-0.161924691,-0.02202768,0.12894937,0.005651004,-0.017681781,0.369864243,0.040058073,0.007082291,0.009589116,0.011607792,0.006182901,0.008616964,0.007495375,0.040530103,-0.204301468,0.148542067,-0.049655248,0.004095148,0.036972609,-0.075738931,-0.039772552,0.022975194,0.006417535,0.005615084,-0.001839881,-0.079508263,0.007374489,-0.030122418,-0.019508192,0.011920713,-0.002872935,-0.034071352,0.061881974,2.5,5.7,4.6747,4.987,4.8,4.923,4.8,5.013,5.17,4.69,5.057,4.098,5.06,1.68,4.25,4.67,0.48,4.2543
Apr-89,-0.031720412,-0.023401172,-0.049717417,-0.083572326,-0.000486122,-0.055830781,-0.052662424,-0.049639129,-0.009087843,-0.032961506,-0.099950614,-0.04133831,-0.085976225,-0.025141927,-0.012276923,-0.044347789,-0.056049526,0.032316782,-0.023350515,-0.02997275,0.024727461,-0.019445561,-0.033804252,-0.036143678,-0.018192725,-0.021988767,-0.023594589,-0.022868124,-0.003873639,-0.269816921,-0.277668736,-0.168724225,0.026889589,-0.021681141,-0.046882935,-0.002789121,-0.088895903,-0.009449118,0.006363194,-0.00029579,-0.000766738,-0.038397909,-0.033912473,0.003258388,0.003490258,-0.1,0.0164423,0.01906149,-0.00574541,0.010691133,0.013000395,0.012503498,0.009864275,0.010077264,0.009391554,0.008503677,0.020880532,0.023357423,0.018995867,0.003423253,0.002285684,-0.005754621,-0.004730661,-0.003931204,-0.259639495,-0.034398319,-0.007537743,0.015243344,0.00074187,-0.029857621,-0.004611387,-0.009624806,-0.042901765,-0.019148528,-0.02367518,0.012519846,0.044709295,0.017531653,0.012510175,0.015342815,0.018835837,0.021394469,0.022658128,0.020505902,0.010556432,0.023728139,-0.044969487,-0.146918744,0.025745204,0.018071609,0.025222517,-0.000171591,0.025669219,-0.012998323,-0.00271705,0.002634848,0.008834098,0.060102076,0.070592654,-0.149994998,0.025146532,0.071032448,-0.393005224,-0.092849441,0.013732848,0.016510456,0.015236666,0.014303659,0.010641858,0.00152141,0.105912007,0.162516456,-0.073597527,0.041402783,0.020592018,-0.041955403,0.166863737,0.012999014,-0.006788481,0.016847785,0.004842797,0.006339247,0.026622489,0.02671229,0.040560036,0.017480075,-0.003140035,0.009604543,0.033509521,-0.052768343,2.5,5.7,4.5641,4.813,4.949,4.923,4.8,4.926,5.25,4.64,5.074,4.125,5.07,1.68,4.25,4.579,0.61,4.4203
May-89,0.005634656,0.011403553,-0.001594932,0.002380412,0.001363084,0.002238228,0.007263965,0.007272485,0.001414593,-0.002423471,0.021401838,-0.007611195,0.007788494,0.001834055,-0.015665177,-0.002443503,-0.00025538,-0.019175008,-0.006696838,0.009172348,-0.001013851,0.008154835,0.041137985,-0.022922465,-0.002248682,0.002783825,-0.004156857,-0.015341203,0.003405984,0.092773456,0.089724833,0.052943339,0.002580968,0.000164075,-0.003112174,-0.012665369,0.068580194,0.055761703,-0.001337364,-0.011174215,-0.010089928,-0.002647973,0.017053406,-0.000134819,0.00032547,-0.1,0.002029291,0.005191869,0.003613907,0.003623578,0.00175031,0.004309058,0.00043961,0.00170861,0.012544023,0.002524785,0.003398846,0.000547946,0.001568659,0.002121164,0.00125355,-0.001266744,-0.002232356,-0.001431609,0.155564951,0.001915981,0.012162715,-0.022791908,-0.023553143,-0.040196228,-0.025181071,-0.025263964,-0.034184178,-0.018059866,-0.026753736,0.030523068,0.016948178,0.010517288,0.009402376,0.00111551,0.001641536,0.002523403,0.000832776,0.005038286,0.001024236,0.003418878,0.072303475,0.149463101,0.01794773,0.017732208,0.0197921,0.018877744,0.034446673,-0.026977087,0.000902176,0.004318729,0.010010719,0.122421542,0.034665419,0.141572142,-0.003946861,-0.003860514,0.123116922,0.1327164,0.002773233,-0.000513569,0.006556611,0.009692962,0.003685057,0.004306985,0.13238713,-0.002878231,0.006850421,0.094118166,-0.003122996,0.014939172,0.081592103,-0.053394646,0.004410141,0.00331365,0.009491025,0.007476264,0.030810891,-0.007396824,0.015340052,0.006701904,0.005681629,0.005698207,0.008129507,0.006441021,2.524,5.7,4.9161,4.837,5.025,5.063,4.8,5.006,5.08,4.98,5.116,4.2,5.12,1.68,4.25,4.873,0.1,4.675
Jun-89,0.011700586,0.017329255,0.013144998,0.012231332,0.009251557,0.023507091,0.015705703,0.011471939,0.032880915,0.015333375,0.015288705,0.018084273,0.00928978,0.0121314,0.017516916,0.01641582,0.014782366,0.013050131,0.037166026,0.013845444,0.007307024,0.015271205,0.055897556,0.042187964,0.029040203,0.005698898,0.004805035,0.069503531,-0.001156865,0.007292287,0.001987937,0.005723536,0.001837302,0.018965933,0.016075037,0.012254818,-0.019829402,-0.074235343,0.003013623,0.022299385,0.021187237,0.036788402,0.017271921,0.002844153,0.002139677,-0.3,0.00550502,0.006623156,0.001667901,0.0040613,0.002480805,0.002682512,0.000365466,-0.000137331,-0.004959768,0.003110102,0.000118102,0.002871784,0.000708275,-0.059595507,-0.001033377,0.004594578,0.012400572,-0.054543636,0.011645554,0.018068615,0.045584277,-0.011221188,-0.019215994,-0.019430134,-0.01911468,-0.009910556,-0.023898531,0.005706727,-0.011326646,0.047983571,0.057534694,0.113367777,-0.000386489,0.00941458,0.000754465,0.000237926,0.003146022,0.001768984,0.001259399,0.002592481,0.060242534,-0.032970716,-0.00853269,-0.00287708,-0.008293681,-0.010744783,0.027039257,-0.025273174,-0.022402311,0.007360444,0.006048891,-0.089902132,0.012242615,0.016645848,-0.005534263,0.115113137,-0.024667594,-0.000141395,0.007155513,0.003062438,0.009607076,0.017057781,0.014422242,0.006282603,-0.111323081,0.133179219,0.066763455,-0.006182901,0.01837555,0.07711818,0.072432419,-0.098981225,0.006469113,0.006509408,0.010790605,0.017023242,0.006548552,0.024082737,0.00964668,0.007199953,0.026716895,0.02269566,0.015808858,0.038443961,3.25,5.7,5.2585,5.088,5.088,5.037,4.82,5.006,5.37,5.28,5.182,4.355,5.18,1.728,4.5,5.217,0.09,5.1378
Jul-89,-0.029102373,-0.021007635,-0.013000626,-0.02354163,-0.017944736,-0.041216273,-0.034990083,-0.012774051,-0.062720115,-0.030709577,-0.018120884,-0.023707416,-0.022951477,-0.023237689,-0.045036262,-0.036256505,-0.019390299,-0.057078782,-0.059574784,-0.030357282,-0.009961904,-0.057831727,-0.093696793,-0.024087343,-0.045978019,-0.023592287,0.010480677,-0.09861972,0.000998746,0.024324509,0.026914917,0.025657706,0.000464823,-0.019719569,-0.020400443,-0.010899517,-0.106501468,0.052204209,0.000941458,-0.01965809,-0.025892569,0.00805237,0.003435457,0.002072327,0.001726225,0,0.00282389,0.001981858,0.00125134,0.002158121,0.001685976,0.002374195,0.00014407,0.000280017,0.001400133,0.001174111,0.002072833,0.000720364,0.002554948,0.079819112,-0.000390196,-0.010508538,-0.016621671,0.071262706,-0.043583331,-0.014655263,-0.017421819,-0.006901078,-0.014606909,-0.019677432,-0.012123341,-0.000820733,-0.016796207,-0.009030278,0.001544114,-0.062123746,-0.060302401,-0.134254526,-0.005200619,0.001208926,0.002624256,0.002230721,0.000545989,0.000308615,0.000136249,0.00242301,-0.056445571,-0.062595776,0.035047648,0.043016895,0.054251207,0.038234425,-0.028259627,0.021035957,-0.009754441,0.011545852,0.007665306,0.040863978,0.01246113,0.016900744,0.018230257,-0.007146764,-0.068651575,0.004279354,0.007013674,0.01504417,0.011216353,0.016575389,0.007787343,0.004802271,0.04215803,-0.017463726,0.03652821,0.018142068,0.011688843,-0.019315926,0.044082992,0.028494491,0.010657745,0.009353791,0.008063883,0.008949227,0.013594232,-0.001807253,-0.000901738,0.022126001,0.006441482,0.007622017,0.004274058,0.018243612,3.25,5.98,5.2842,5.174,5.151,5.151,5.1,5.006,4.91,5.46,5.283,4.532,5.28,1.8,4.875,5.38,-0.55,5.2247
Aug-89,0.027817531,0.014250469,0.027877398,0.022102745,0.008971332,0.034893374,0.036848269,0.022157776,0.051552578,0.028172129,0.020202191,0.036691693,0.024969233,0.014269811,0.043270179,0.041119565,0.043385308,0.05607025,0.041326797,0.012080973,0.003320788,0.032001328,0.039178485,0.017585303,0.025876451,0.01727975,-0.005042661,0.051345345,-0.000314717,-0.001928645,-0.005143515,0.000795382,0.000358628,0.01655858,0.016652065,0.00695657,0.225100719,-0.00240459,0.01711972,0.027548128,0.032611513,-0.015631329,-0.002923132,0.002327223,0.001623576,0.1,0.005281439,-0.006925255,0.000551791,-0.001216041,0.000807194,-0.001940527,0.000474793,0.001423688,-0.000881637,0.000710808,0.000912883,0.002223699,0.00082573,0.00089665,0.014129353,0.014885292,0.012715335,0.000665862,0.067145684,0.03423944,0.016139049,0.000742192,0.023721232,0.038860729,0.021538381,0.017131233,0.036638734,0.030341164,0.013686336,0.001896824,0.000557226,0.044543509,-0.000550249,-0.003992913,0.000828677,0.00091636,0.002434063,-0.000250107,-0.000987003,-4.15663E-05,0.064909874,0.057737321,0.030739511,0.044884291,0.055232109,0.042475787,0.006399805,0.002357847,0.009904109,0.008082764,0.012200017,-0.045059288,0.041248509,0.036583472,0.002224574,0.002451793,0.046097754,0.057668244,0.008992976,0.009607767,0.009131362,0.012758624,0.003511212,0.003175725,-0.062591171,-0.02557251,0.027106032,0.104965644,0.011596509,-0.011661903,0.037014055,-0.004677471,0.01165085,0.009946707,0.003844857,0.010974581,0.008849986,0.009486651,0.011938673,-0.003003953,0.01988098,0.013376868,0.008327529,0.018262723,3.25,6,5.3709,4.919,4.974,5.151,5.1,4.993,5.04,5.39,5.374,4.684,5.37,1.8,4.875,5.356,-0.35,5.3804
